Original: accept|charset , predicted 1st: add
Original: write|i|node|symlink , predicted 1st: write
Original: dump|op|counts , predicted 1st: set
Original: render , predicted 1st: visit
Original: create|non|recursive , predicted 1st: create|file
Original: get|write|packet|size , predicted 1st: get|write|size|size
Original: test|wd|absolute , predicted 1st: test|directory
Original: create|tmp|file , predicted 1st: create|file
Original: change|permissions , predicted 1st: test
Original: run , predicted 1st: test|set
Original: delete|store , predicted 1st: run
Original: set|x|attrs , predicted 1st: set|x
Original: new|instance , predicted 1st: get|file
Original: run , predicted 1st: new|instance
Original: get|journal|transaction|info , predicted 1st: get|image
Original: load|i|node|reference|section , predicted 1st: process
Original: create , predicted 1st: create|output|stream
Original: need|checksum , predicted 1st: is|verify
Original: unprotected|set|times , predicted 1st: get|snapshot
Original: set , predicted 1st: set|max|size
Original: remove|x|attr , predicted 1st: remove
Original: log|rpc|ids , predicted 1st: set|client|id|id
Original: set|permission , predicted 1st: set|permission
Original: has|access , predicted 1st: has|access
Original: corrupt|version|file , predicted 1st: do|copy
Original: un|tar|using|java , predicted 1st: do|process
Original: get|rolling|upgrade|status , predicted 1st: get|upgrade|info
Original: get|cache|manager , predicted 1st: get|cache|manager
Original: maybe|init|builder , predicted 1st: run
Original: reset|checksum|chunk , predicted 1st: set
Original: rename , predicted 1st: do|test|rename
Original: resolve|path , predicted 1st: get|path
Original: add|counter , predicted 1st: set
Original: primitive|mkdir , predicted 1st: get|permission
Original: mkdirs , predicted 1st: get|parent
Original: get|last|applied|tx|id , predicted 1st: get|last|tx|id
Original: remove|acl , predicted 1st: remove
Original: get|preferred|block|size , predicted 1st: get|preferred|size|size
Original: new|instance , predicted 1st: get
Original: get|weights , predicted 1st: get|next
Original: open|edit|log|for|write , predicted 1st: open
Original: analyze|file|state , predicted 1st: do|create|file
Original: log|add|cache|directive|info , predicted 1st: set|log|log
Original: primitive|mkdir , predicted 1st: is
Original: get|delegation|token , predicted 1st: get|token|token
Original: contains|group , predicted 1st: contains
Original: test|delete|recursively , predicted 1st: test|delete
Original: list|located|status , predicted 1st: list|status
Original: needs|resave|based|on|stale|checkpoint , predicted 1st: is
Original: fs|action|map , predicted 1st: get|all
Original: unprotected|rename|to , predicted 1st: validate
Original: check|access|permissions , predicted 1st: check
Original: get|block|size , predicted 1st: get|block|size
Original: test|remove|acl|must|be|owner|or|super , predicted 1st: test
Original: add , predicted 1st: add
Original: unreserve , predicted 1st: describe
Original: reset|last|inode|id|without|checking , predicted 1st: set|value
Original: print|statistics , predicted 1st: add
Original: get|decimal|formatter , predicted 1st: get|formatter
Original: log|create|snapshot , predicted 1st: set|snapshot
Original: print|instance|help , predicted 1st: print
Original: delete|block|pool , predicted 1st: do|delete
Original: get|steady|fair|share , predicted 1st: get
Original: create|new|file , predicted 1st: is
Original: add|cache|directive , predicted 1st: do|wait
Original: delete , predicted 1st: delete
Original: update|block|for|pipeline , predicted 1st: write|block|block
Original: is|reserved|raw|name , predicted 1st: is
Original: use|default|rename|reserved|pairs , predicted 1st: test|upgrade
Original: get|start|time , predicted 1st: create|date
Original: can|run|app|am , predicted 1st: create|entry
Original: test|remove|acl , predicted 1st: test|read|read
Original: disable|quota|checks , predicted 1st: test
Original: test|rename|directory|to|itself , predicted 1st: test|rename
Original: commit|block|synchronization , predicted 1st: write
Original: long|read|lock|interruptibly , predicted 1st: lock
Original: new|instance|local , predicted 1st: new|local|file
Original: log|delete|snapshot , predicted 1st: set|snapshot
Original: get|fs|status , predicted 1st: get|status
Original: set|output|buffer|capacity , predicted 1st: set|buffer|buffer|size
Original: add|block , predicted 1st: create|block|block|info
Original: get|safe|mode|info|for|tests , predicted 1st: get|safe|mode
Original: open , predicted 1st: open|stream
Original: get|dfs|used , predicted 1st: get|used|used
Original: update|count , predicted 1st: update|count
Original: test|remove|acl|entries|only|access , predicted 1st: test|write|write
Original: is|valid|name , predicted 1st: is|valid
Original: get|node , predicted 1st: get|link
Original: container|completed , predicted 1st: handle
Original: write|int , predicted 1st: write
Original: unlink|block , predicted 1st: get
Original: resolve|dot|inodes|path , predicted 1st: get|path|path
Original: load|version , predicted 1st: read|version
Original: get|percent|formatter , predicted 1st: get|formatter
Original: remove|x|attr|int , predicted 1st: test
Original: filter|i|node|x|attrs , predicted 1st: get
Original: get|replica , predicted 1st: get|info
Original: get|last|i|node|in|path , predicted 1st: resolve|link
Original: test|modify|acl|entries , predicted 1st: test|read|read|read
Original: get|link|target , predicted 1st: get|path
Original: acl|status|to|json , predicted 1st: do|process|status
Original: set|permission , predicted 1st: set|permission
Original: get|number|of|missing|blocks , predicted 1st: get|last|blocks|count
Original: get|metrics , predicted 1st: execute
Original: check|dirs , predicted 1st: check|check|dirs
Original: get|most|recent|checkpoint|tx|id , predicted 1st: get|recent
Original: delete|allowed , predicted 1st: is
Original: add|cache|pool , predicted 1st: do|test
Original: get|used , predicted 1st: get
Original: delete|file , predicted 1st: delete|delete
Original: get|snapshot|diff|report , predicted 1st: read|snapshot
Original: assert|list|files|finds , predicted 1st: test|file
Original: copy|from|local|file , predicted 1st: copy|from|file
Original: get|default|block|size , predicted 1st: get|size|size
Original: remove|acl , predicted 1st: remove
Original: get|statistics , predicted 1st: get|statistics|statistics
Original: write , predicted 1st: write|to
Original: get|block|file , predicted 1st: get|block|block
Original: write|i|node|file , predicted 1st: write|file
Original: read , predicted 1st: read|buffer
Original: check|superuser|privilege , predicted 1st: check|check|permission
Original: unprotected|change|lease , predicted 1st: set
Original: is|cached , predicted 1st: is|cached
Original: test|set|acl|must|be|owner|or|super , predicted 1st: test
Original: adjust|job|times , predicted 1st: add
Original: finalize|upgrade , predicted 1st: do|do|process
Original: recompute|shares , predicted 1st: run
Original: unprotected|remove|acl , predicted 1st: remove|snapshot
Original: check|replica|files , predicted 1st: check|file
Original: get|retry|cache , predicted 1st: get|cache
Original: has|write|lock , predicted 1st: is|in|write
Original: mkdir , predicted 1st: create|parent
Original: start|checkpoint , predicted 1st: get|command
Original: test|default|acl|new|dir|intermediate , predicted 1st: test|get
Original: rename , predicted 1st: rename
Original: get|file|status , predicted 1st: get|status
Original: do|recovery , predicted 1st: save
Original: make|qualified , predicted 1st: get|path
Original: release|backup|stream , predicted 1st: register
Original: flush|buffer , predicted 1st: flush|buffer
Original: get|record|writer , predicted 1st: get|record|writer
Original: create , predicted 1st: create
Original: should|retry|safe|mode , predicted 1st: is|mode
Original: log|remove|cache|pool , predicted 1st: set|server|pool|log
Original: is|upgrade|finalized , predicted 1st: is|upgrade
Original: write|bytes , predicted 1st: write
Original: check|subtree|read|permission , predicted 1st: check
Original: log|add|block , predicted 1st: check
Original: open , predicted 1st: read|channel
Original: split , predicted 1st: get
Original: check|sub|access , predicted 1st: add
Original: get|acl|bit , predicted 1st: is|set
Original: get|cache|pool|default , predicted 1st: get|permission
Original: check|snapshot , predicted 1st: check|snapshot
Original: assert|nn|files|match , predicted 1st: test
Original: store|version , predicted 1st: write|file
Original: format|edit|log|replay|error , predicted 1st: get
Original: get|percent|remaining , predicted 1st: get|statistics
Original: read|fields , predicted 1st: read|from
Original: create|internal , predicted 1st: create
Original: get|initial|working|directory , predicted 1st: get
Original: open , predicted 1st: open|stream|stream
Original: set|up , predicted 1st: set|up
Original: make|shell|path , predicted 1st: get|string
Original: remove|acl|entries , predicted 1st: clear|entries
Original: list|cache|pools , predicted 1st: read
Original: rename|to|internal , predicted 1st: do|test
Original: get|min|share|virtual|cores , predicted 1st: get|value
Original: verify|quota|for|rename , predicted 1st: test
Original: remove|default|acl , predicted 1st: do|write
Original: has|retry|cache , predicted 1st: is|cache
Original: get|corrupt|replica|blocks , predicted 1st: get|blocks|count|blocks
Original: get|volume|info|map , predicted 1st: get|info|info
Original: open , predicted 1st: open|stream
Original: is|external|invocation , predicted 1st: is|invocation
Original: initialize , predicted 1st: do|get
Original: create|rbw , predicted 1st: create
Original: get|stats , predicted 1st: get|stats
Original: changed|between|snapshots , predicted 1st: can|update
Original: append|rpc|ids|to|string , predicted 1st: write|client|id|id
Original: fsync , predicted 1st: do|write
Original: clear , predicted 1st: foo
Original: set|nn|resource|checker , predicted 1st: set|resource
Original: get|block|pool|used , predicted 1st: get|block|size
Original: is|avoiding|stale|data|nodes|for|write , predicted 1st: is
Original: set|write|checksum , predicted 1st: set|write|write|write
Original: update|last|applied|tx|id|from|written , predicted 1st: set|last|tx|id
Original: test|modify|acl|entries|custom|mask , predicted 1st: test
Original: delete , predicted 1st: delete
Original: check|file|progress , predicted 1st: is|available
Original: fetch|replica|info , predicted 1st: get
Original: find|latest|edits|log , predicted 1st: get|file
Original: set|verify|checksum , predicted 1st: set|verify
Original: write|file , predicted 1st: create|string
Original: get|non|dfs|used|space , predicted 1st: get|maximum|used|used|used
Original: list|encryption|zones , predicted 1st: read
Original: write , predicted 1st: copy
Original: get|ez|for|path , predicted 1st: get|path
Original: get|file|checksum , predicted 1st: get|file
Original: list|located|status , predicted 1st: get|status
Original: allow|snapshot , predicted 1st: flush
Original: init|replica|recovery , predicted 1st: create|info
Original: get|local|fs|wrapper , predicted 1st: get|system|file
Original: generate|encrypted|data|encryption|key , predicted 1st: get|key
Original: concat , predicted 1st: do|update
Original: assert|is|file , predicted 1st: assert|file
Original: get|default|block|size , predicted 1st: get|default|size|size
Original: delegation|token|from|xml , predicted 1st: parse|token
Original: delete|bp|directories , predicted 1st: delete
Original: recover|container , predicted 1st: add|container
Original: get|max|share , predicted 1st: get|resources
Original: get|capacity|remaining , predicted 1st: get|statistics
Original: initialize|cache|executor , predicted 1st: create|executor|executor
Original: get|replica|info , predicted 1st: get|info
Original: access , predicted 1st: do|read
Original: test|copy|to|local|with|use|raw|local|file|system|option , predicted 1st: test|file|file
Original: incr|all|counters , predicted 1st: check
Original: get|block|reports , predicted 1st: get|map
Original: get|i|node|write , predicted 1st: get|last|node
Original: get|num|blocks|failed|to|uncache , predicted 1st: get
Original: test|rename|directory|as|non|empty|directory , predicted 1st: test|rename|root
Original: get|listing , predicted 1st: read
Original: load|secret|manager|state , predicted 1st: load|state|manager
Original: set|owner , predicted 1st: do|process
Original: create|encryption|zone , predicted 1st: create
Original: set|capacity|for|testing , predicted 1st: set|capacity
Original: get , predicted 1st: get
Original: run , predicted 1st: get
Original: unlock|retry|cache , predicted 1st: unlock
Original: allocate , predicted 1st: add|resource
Original: open , predicted 1st: open|input|stream
Original: del|block|from|disk , predicted 1st: remove|file
Original: get|software|version , predicted 1st: get|version
Original: get|i|node|dot|snapshot , predicted 1st: parse
Original: read|string|empty|as|null , predicted 1st: read|string
Original: set|max|share , predicted 1st: set|resource
Original: check|and|resume|update|operation , predicted 1st: process
Original: accept , predicted 1st: is|new
Original: get|default , predicted 1st: get|permission
Original: get|block|file , predicted 1st: validate
Original: assert|file|contents|different , predicted 1st: test
Original: save|fs|image|in|all|dirs , predicted 1st: do|process
Original: move|from|local|file , predicted 1st: copy|from|file
Original: get|status , predicted 1st: get|status
Original: set|readable , predicted 1st: is|valid
Original: read|fully , predicted 1st: read
Original: remove|default|acl , predicted 1st: remove|default
Original: done|with|auto|sync|scheduling , predicted 1st: run
Original: check|sticky|bit , predicted 1st: set|snapshot|id
Original: test|rename|directory|as|empty|directory , predicted 1st: test|rename|root
Original: set|created|rollback|images , predicted 1st: set|created|created
Original: get|block|size , predicted 1st: get|block|size
Original: is|file|deleted , predicted 1st: is|under|file
Original: is|reserved|name , predicted 1st: is|check
Original: get|i|node|write , predicted 1st: get|write|write
Original: get|max|share|mb , predicted 1st: get|max|max
Original: get|num|dead|data|nodes , predicted 1st: get|data|nodes|nodes
Original: get|corrupt|files , predicted 1st: get|message
Original: get|and|increment|epoch , predicted 1st: get|current|data
Original: test|modify|acl|entries|minimal|default , predicted 1st: test|read|read
Original: get|capacity|used|gb , predicted 1st: to|bytes|to|bytes
Original: read|fields , predicted 1st: read
Original: create|file|system , predicted 1st: get|system|file
Original: get|ez|for|path , predicted 1st: read
Original: get|nn|started , predicted 1st: get|start|time
Original: test|set|acl|only|default , predicted 1st: test|get
Original: test|rename|file|as|existing|file , predicted 1st: test|rename
Original: create|local|temp|file , predicted 1st: create|temp|file
Original: get|transactions|since|last|checkpoint , predicted 1st: get|last|revision
Original: compare|to , predicted 1st: compare
Original: main , predicted 1st: set|up
Original: test|remove|default|acl|only|default , predicted 1st: test|get|status
Original: exists , predicted 1st: is|valid
Original: create|non|recursive , predicted 1st: create
Original: log|reassign|lease , predicted 1st: set
Original: get|user|action , predicted 1st: get
Original: append , predicted 1st: get|output|data
Original: do|rollback , predicted 1st: do|rollback
Original: set|i|node|x|attrs , predicted 1st: validate
Original: test|default|minimal|acl|new|dir , predicted 1st: test|get
Original: print|instance|usage , predicted 1st: print
Original: get|i|node , predicted 1st: get|link
Original: get|last|i|node|in|path , predicted 1st: get|in|last|node
Original: permission|status|from|xml , predicted 1st: get|status
Original: parse|duration , predicted 1st: get
Original: preempt|container , predicted 1st: get
Original: log|sync , predicted 1st: do|test
Original: get|acl|status , predicted 1st: get|status
Original: rename|to , predicted 1st: do|rename
Original: mark|supported , predicted 1st: is|show
Original: is|in|safe|mode , predicted 1st: is|on
Original: get|additional|block , predicted 1st: read
Original: create|file , predicted 1st: create|file
Original: log|renew|delegation|token , predicted 1st: check
Original: get|num|decommissioning|data|nodes , predicted 1st: get|nodes|count
Original: set|x|attr , predicted 1st: set|model
Original: is|valid|block , predicted 1st: is|valid
Original: get|meta|file , predicted 1st: get|file
Original: get|other|action , predicted 1st: get
Original: get|file|block|locations , predicted 1st: get|file|block
Original: get|path|components , predicted 1st: get|components
Original: verify|i|node|name , predicted 1st: validate
Original: grant|permissions , predicted 1st: set
Original: match|pattern , predicted 1st: get|name
Original: create|snapshot , predicted 1st: create|snapshot
Original: read|unlock , predicted 1st: unlock|lock
Original: remove|default|acl , predicted 1st: remove
Original: get|x|attr , predicted 1st: get|x
Original: get|block|locations , predicted 1st: read|blocks|blocks
Original: roll|edit|log , predicted 1st: get
Original: get|image|codec , predicted 1st: get|image
Original: set|readahead , predicted 1st: set
Original: get|file|status , predicted 1st: get|file
Original: format|non|file|journals , predicted 1st: check|state
Original: get|volume|map , predicted 1st: map|map
Original: clean|file , predicted 1st: snapshot|snapshot
Original: complete|file|internal , predicted 1st: do|test
Original: get|min|share , predicted 1st: get|resource
Original: convert|to|byte|stream , predicted 1st: get|bytes
Original: test|remove|acl|entries|minimal , predicted 1st: test|get|entries
Original: complete|local|output , predicted 1st: do|add|file
Original: end|checkpoint , predicted 1st: validate|info
Original: test|list|status|throws|exception|for|unreadable|dir , predicted 1st: test|get|path
Original: save|files|under|construction , predicted 1st: write|snapshot
Original: check|upgrade|failure , predicted 1st: validate|version
Original: maybe|output , predicted 1st: output
Original: assert|permission , predicted 1st: assert|permission
Original: mkdirs , predicted 1st: get
Original: test|rename|file|to|self , predicted 1st: test|rename
Original: can|read , predicted 1st: is|read
Original: get|found|images , predicted 1st: get|images
Original: start|log|segment|and|write|header|txn , predicted 1st: start
Original: get|file|link|status , predicted 1st: get|file|link
Original: get|generation|stamp|v , predicted 1st: get|current|stamp
Original: get|write|hold|count , predicted 1st: get|lock|lock|count
Original: check|block , predicted 1st: set|block|block|id
Original: read|x|attrs|from|xml , predicted 1st: get
Original: get|server|defaults , predicted 1st: get|server|server
Original: load|fs|image|file , predicted 1st: load|file|image
Original: test|set|acl|custom|mask , predicted 1st: test|read
Original: find|counter , predicted 1st: get
Original: get|file|block|locations , predicted 1st: get|file|block
Original: check|file|status , predicted 1st: assert|file
Original: set|policy , predicted 1st: check|policy
Original: add|cache|entry , predicted 1st: add|entry
Original: assign|container , predicted 1st: get|children
Original: open|for|write , predicted 1st: test
Original: end|current|log|segment , predicted 1st: print
Original: get|remaining , predicted 1st: get
Original: number|of|failed|volumes , predicted 1st: get
Original: get|am|resource|usage , predicted 1st: get|resource
Original: set|display|name , predicted 1st: set|display|name
Original: add , predicted 1st: add
Original: get|storage|reports , predicted 1st: get
Original: set|steady|fair|share , predicted 1st: set
Original: read , predicted 1st: get
Original: allocate|new|inode|id , predicted 1st: get|id
Original: rename|internal , predicted 1st: rename
Original: delete|impl , predicted 1st: check
Original: test|get|file|status|throws|exception|for|non|existent|file , predicted 1st: test|get|root|file|file
Original: get|diagnostics , predicted 1st: get
Original: load|edits , predicted 1st: load
Original: get|storage , predicted 1st: get|storage
Original: rename|to|internal , predicted 1st: check
Original: get|file|block|locations , predicted 1st: get|file|block
Original: append , predicted 1st: append
Original: set|rolling|upgrade|info , predicted 1st: set
Original: create , predicted 1st: create
Original: update|blocks , predicted 1st: process|block
Original: set|replication , predicted 1st: set
Original: add|volume , predicted 1st: add|executor
Original: start|standby|services , predicted 1st: set
Original: log|remove|x|attrs , predicted 1st: set
Original: get|hdfs|blocks|metadata , predicted 1st: get|blocks
Original: make|located|block , predicted 1st: create|block|block
Original: get|file|status|list , predicted 1st: get|file|list
Original: assert|permission , predicted 1st: assert|permission
Original: get|instance , predicted 1st: set
Original: num|set|counters , predicted 1st: get|n
Original: get|name , predicted 1st: get|id
Original: get|next|generation|stamp|v , predicted 1st: get|v|v|v|v
Original: set|unlinked , predicted 1st: run
Original: finalize|rolling|upgrade|internal , predicted 1st: create|upgrade|info
Original: write|lock|interruptibly , predicted 1st: lock|lock
Original: close , predicted 1st: close
Original: set|drop|behind , predicted 1st: set|drop
Original: get|cluster|id , predicted 1st: get|cluster|id|id
Original: get|snapshot|stats , predicted 1st: get|info
Original: assign|container , predicted 1st: get|request
Original: test|overwrite , predicted 1st: test|get|file|path
Original: test|default|acl|new|dir , predicted 1st: test|read|read
Original: append , predicted 1st: append
Original: get|last|time|at|min|share , predicted 1st: get|last|min|time|at
Original: supports|symlinks , predicted 1st: is|supports
Original: int|byte , predicted 1st: get|bytes
Original: write , predicted 1st: write|to
Original: get|acl|status , predicted 1st: get|status
Original: get|storage|dirs , predicted 1st: get|names|names
Original: copy|merge , predicted 1st: do|delete
Original: collect|blocks|and|clear , predicted 1st: collect|blocks
Original: get|block|pool|id , predicted 1st: get|block|id
Original: check|lease , predicted 1st: get|file
Original: create|non|recursive , predicted 1st: create|non|non|java
Original: get|allowed|locality|level|by|time , predicted 1st: get|node
Original: check|file|format , predicted 1st: read|file
Original: write|header|and|wrap|stream , predicted 1st: create|output|stream|stream
Original: get|num|datanodes|in|service , predicted 1st: get|in|service
Original: resolve , predicted 1st: get
Original: get|num|decom|dead|data|nodes , predicted 1st: get
Original: ancestors|have|execute|permissions , predicted 1st: check
Original: unwrap|input|stream , predicted 1st: create|input|stream|stream
Original: set|edit|log|for|testing , predicted 1st: set|log|log
Original: assign|container , predicted 1st: get|resource
Original: write|local|name , predicted 1st: write
Original: inspect|storage|directory , predicted 1st: get|storage
Original: is|gen|stamp|in|future , predicted 1st: is|available
Original: write|lock , predicted 1st: lock|lock
Original: delete|snapshot , predicted 1st: delete|snapshot
Original: to|extended|short , predicted 1st: get|short
Original: create , predicted 1st: create
Original: internal|release|lease , predicted 1st: process|block
Original: get|content|summary , predicted 1st: get|content
Original: get|i|node|id , predicted 1st: find|id
Original: reserve|resource , predicted 1st: set|container
Original: test|set|acl|path|not|found , predicted 1st: test|read
Original: get|server|defaults , predicted 1st: get|default|server|server|server
Original: new|instance , predicted 1st: new|response
Original: set|acl , predicted 1st: set|up
Original: reset|last|inode|id , predicted 1st: skip
Original: reserve , predicted 1st: process
Original: fix|relative|part , predicted 1st: get|directory
Original: check|x|attr|change|access , predicted 1st: check
Original: delete , predicted 1st: do|get
Original: is|open|for|write , predicted 1st: is
Original: get|total|load , predicted 1st: get|count|count
Original: is|public , predicted 1st: execute
Original: glob|status , predicted 1st: filter
Original: set|rpc|call|id , predicted 1st: set|id|id
Original: start|active|services , predicted 1st: start
Original: test|glob|status|filter|with|empty|path|results , predicted 1st: test|filter|path
Original: get|file|checksum , predicted 1st: get|file
Original: uncache|block , predicted 1st: build
Original: assert|properties|files|same , predicted 1st: load
Original: write|rpc|ids , predicted 1st: write
Original: exists , predicted 1st: exists
Original: get|cache|report , predicted 1st: get|cached|blocks
Original: add|to|inode|map , predicted 1st: add
Original: assign|container , predicted 1st: get|resource
Original: get|name , predicted 1st: get|uri
Original: get|demand , predicted 1st: get|resource
Original: get|output|committer , predicted 1st: get|output|output
Original: unprotected|add|file , predicted 1st: get|new|node
Original: has|enough|resource , predicted 1st: is|valid
Original: get , predicted 1st: get|value
Original: read|fields , predicted 1st: read|from
Original: check|path , predicted 1st: set|uri
Original: get|scheduled|replication|blocks , predicted 1st: get|blocks|blocks
Original: get|file|info , predicted 1st: get|file
Original: log|allow|snapshot , predicted 1st: set|snapshot
Original: mkdirs|int , predicted 1st: get|status
Original: add , predicted 1st: add
Original: get|server|defaults , predicted 1st: get|server
Original: test|remove|default|acl|sticky|bit , predicted 1st: test|read|read|read
Original: set|times , predicted 1st: do|test
Original: read|local|name , predicted 1st: read|node
Original: initialize , predicted 1st: get|test
Original: get|metrics , predicted 1st: get|maximum|size
Original: file|checksum|to|json , predicted 1st: create|response
Original: enable|quota|checks , predicted 1st: test
Original: persist|new|block , predicted 1st: add|error
Original: test|set|permission|cannot|set|acl|bit , predicted 1st: test|get
Original: test|rename|file|to|non|existent|directory , predicted 1st: test|rename
Original: get|dfs|used , predicted 1st: get|used|used
Original: get|num|live|data|nodes , predicted 1st: get|live|nodes|nodes
Original: to|char , predicted 1st: get|string
Original: check|fs|permission , predicted 1st: check
Original: validate|rename|source , predicted 1st: check
Original: rolling|rollback , predicted 1st: init
Original: is|rolling|upgrade , predicted 1st: is|upgrade|info
Original: create , predicted 1st: create
Original: create|rbw|file , predicted 1st: create|file
Original: is|safe|mode|tracking|blocks , predicted 1st: is|safe|mode
Original: get|auth , predicted 1st: get|auth|auth
Original: is|pre|upgradable|layout , predicted 1st: is|directory
Original: move|block|files , predicted 1st: to|file
Original: test|operation , predicted 1st: test|create|server
Original: update|demand|for|app , predicted 1st: add
Original: convert|temporary|to|rbw , predicted 1st: do|create
Original: commit|or|complete|last|block , predicted 1st: do|read|block
Original: get , predicted 1st: get|value
Original: next , predicted 1st: is|next|index
Original: get|access|modes , predicted 1st: get
Original: get|application|attempts , predicted 1st: get|application|application
Original: choose|local|rack , predicted 1st: add
Original: cleanup|detach|dir , predicted 1st: check|directory
Original: suppress|auto|update , predicted 1st: init|auto|update
Original: update|bytes|left , predicted 1st: set
Original: get|data|node|storage|root , predicted 1st: get|path
Original: is|security|exception , predicted 1st: is|exception
Original: recover|temp|unlinked|block , predicted 1st: do|to|file
Original: run , predicted 1st: get|output|output
Original: write|application|start|data , predicted 1st: test|application
Original: get|keep|containers|across|application|attempts , predicted 1st: is|keep
Original: raw|read|int , predicted 1st: read|read
Original: convert|to|application|report , predicted 1st: get
Original: assert|same|acls , predicted 1st: test|get|entries
Original: block|report , predicted 1st: test
Original: report|bad|blocks , predicted 1st: report|blocks
Original: add|block , predicted 1st: get
Original: get|cancel|tokens|when|complete , predicted 1st: is|complete|complete|complete
Original: close , predicted 1st: flush
Original: get|application|resource|usage|report , predicted 1st: convert|resource
Original: set|state , predicted 1st: set|state
Original: set|rpc|server|address , predicted 1st: set|address|address|address
Original: adjust|crc|file|position , predicted 1st: flush
Original: finish , predicted 1st: run
Original: get|progress , predicted 1st: get|bytes
Original: tear|down , predicted 1st: tear|down
Original: try|divide , predicted 1st: get|big|decimal
Original: prime|root|container , predicted 1st: get|blob
Original: join|all , predicted 1st: join
Original: check|operation , predicted 1st: perform|operation
Original: set|output|buffer|capacity , predicted 1st: set|buffer|size
Original: get|last|scan|time , predicted 1st: get|last|time
Original: query|datanodes|for|hdfs|blocks|metadata , predicted 1st: get
Original: get|storage|reports|for|datanode , predicted 1st: get|storage|storage
Original: create|password , predicted 1st: get|key
Original: remove , predicted 1st: remove|id
Original: log|utilization|collection , predicted 1st: set
Original: has|block|pool|id , predicted 1st: is
Original: journal , predicted 1st: apply
Original: get|blocks|with|locations , predicted 1st: create|blocks
Original: get|datanode , predicted 1st: get
Original: set|name|node , predicted 1st: set|protocol
Original: is|expired , predicted 1st: is|date
Original: process|queued|messages|for|block , predicted 1st: queue|queue
Original: available , predicted 1st: get|current
Original: serialize , predicted 1st: write
Original: cleanup , predicted 1st: close
Original: set|finish|time , predicted 1st: set|time|time
Original: server|error|encountered , predicted 1st: test
Original: get|datanode|descriptor , predicted 1st: get
Original: set|needed|resources , predicted 1st: set|resources
Original: retrieve , predicted 1st: read
Original: dump|out|debug|info , predicted 1st: run
Original: add|key|value , predicted 1st: set|length
Original: get|ledger|list , predicted 1st: get
Original: update|bytes|written|in|last|second , predicted 1st: set|bytes|in|bytes
Original: verify|and|set|namespace|info , predicted 1st: check
Original: do|filter , predicted 1st: filter|filter
Original: choose|remote|rack , predicted 1st: add
Original: normalize|key , predicted 1st: get|dir|dir
Original: create|application|history|manager , predicted 1st: create|manager|manager
Original: set|keep|containers|across|application|attempts , predicted 1st: set|keep
Original: start , predicted 1st: test|get
Original: roll|new|blocks|info , predicted 1st: clear|block
Original: get|client|mmap , predicted 1st: get|client
Original: check|and|copy|bytes|to|local , predicted 1st: update
Original: create|timeline|delegation|token|secret|manager|service , predicted 1st: get|token|manager
Original: create|test|configuration , predicted 1st: create|test|configuration
Original: set|am|container|spec , predicted 1st: initialize
Original: run , predicted 1st: read
Original: remove|stored|block , predicted 1st: remove|block|block
Original: create|anonymous , predicted 1st: create|test
Original: set|used|resources , predicted 1st: set|resources
Original: write|local|file , predicted 1st: write
Original: start|log|segment , predicted 1st: get|output|output
Original: handle|rolling|upgrade|status , predicted 1st: do|process
Original: recover|container , predicted 1st: run
Original: compute|pi , predicted 1st: 
Original: free|data|buf|if|exists , predicted 1st: reset
Original: set|application|name , predicted 1st: set|application|name
Original: create|for|emulator , predicted 1st: test|storage
Original: update|folder|last|modified|time , predicted 1st: update|modified|modified
Original: maybe|init|builder , predicted 1st: set
Original: get|application|id , predicted 1st: get|id
Original: select|input|streams , predicted 1st: set|from|file
Original: create|journal|uri , predicted 1st: create
Original: get|symmetric|filter , predicted 1st: get|filter|filter|filter
Original: get|application|tags , predicted 1st: get|tags
Original: submit|application , predicted 1st: get|response
Original: clear|mark , predicted 1st: reset
Original: set|max|app|attempts , predicted 1st: set|max|app
Original: update|state , predicted 1st: set|blocks
Original: verify|chunks , predicted 1st: do|test
Original: publish|container|end|event , predicted 1st: add
Original: test|set|replication , predicted 1st: test|get|file
Original: get|cookie|domain , predicted 1st: get|cookie|domain
Original: is|placement|policy|satisfied , predicted 1st: is|valid
Original: delete , predicted 1st: do|read
Original: add|to|invalidates , predicted 1st: add
Original: get|topology|paths , predicted 1st: get|paths
Original: receive|packet , predicted 1st: write|to
Original: get|configuration , predicted 1st: get|config|config
Original: set|application|id , predicted 1st: set|application|id
Original: set|id , predicted 1st: set|id
Original: new|container|id , predicted 1st: new|instance
Original: new|node|report , predicted 1st: set|input|node
Original: generate|token , predicted 1st: generate|token
Original: close , predicted 1st: close
Original: set|application|tags , predicted 1st: set|tags
Original: test|set|times , predicted 1st: test
Original: get|expires , predicted 1st: get
Original: get|final|state , predicted 1st: get|state
Original: configure , predicted 1st: set|key|comparator|comparator
Original: register|app|attempt , predicted 1st: new|response
Original: write|double|array , predicted 1st: write
Original: get|number|of|uc|replicas , predicted 1st: get|int
Original: check|primitive , predicted 1st: validate|type|type
Original: compare|to , predicted 1st: compare|to
Original: run , predicted 1st: add
Original: run , predicted 1st: run
Original: test|workingdirectory , predicted 1st: test|refresh
Original: need|to|create|container , predicted 1st: is|write|access
Original: do|upgrade , predicted 1st: create
Original: skip , predicted 1st: get
Original: create|runnable|launcher , predicted 1st: create
Original: notify|namenode|deleted|block , predicted 1st: block|block|info
Original: fill|slow|read|buffer , predicted 1st: read|read
